Tiempo_Ejecucion,Complejidad,Tamaño_Tarea,Carga_Trabajo_R1,Experiencia_R1,Experiencia_Equipo,Claridad_Requisitos,Experiencia del Encuestado,Tipo_Tarea,Fase_Tarea,Cantidad_Recursos,Carga_Trabajo_R2,Experiencia_R2,Carga_Trabajo_R3,Experiencia_R3
134.57385079191587,4,8,3,1,3,4,Mid-Level,DevOps,Construcción/Desarrollo,3,2.0,3.0,2.0,3.0
226.9677040177194,2,21,2,1,4,5,Junior,DevOps,Elaboración/Requisitos,3,1.0,5.0,1.0,5.0
168.4383540600818,4,21,2,4,5,3,Mid-Level,Documentación,Inicio/Conceptualización,3,2.0,4.0,1.0,5.0
172.52919495357892,2,21,2,4,5,2,Junior,Database,Inicio/Conceptualización,2,1.0,1.0,,
75.48232189096954,5,13,3,4,2,4,Mid-Level,Backend,Construcción/Desarrollo,1,,,,
172.5569148364014,4,3,3,2,5,4,Mid-Level,Database,Mantenimiento,3,1.0,3.0,1.0,2.0
120.06734088403982,3,21,3,1,3,3,Junior,Database,Inicio/Conceptualización,2,3.0,3.0,,
113.85693708430232,3,8,3,4,3,2,Junior,Documentación,Transición/Implementación,2,3.0,1.0,,
146.32404665520028,5,1,3,5,1,2,Junior,DevOps,Mantenimiento,3,1.0,4.0,1.0,3.0
145.15836623243194,2,13,2,4,3,5,Mid-Level,Análisis,Construcción/Desarrollo,3,1.0,4.0,2.0,5.0
71.75753021526769,4,3,2,2,4,4,Junior,Database,Elaboración/Requisitos,1,,,,
147.81206888839841,3,2,2,2,1,3,Senior,DevOps,Construcción/Desarrollo,2,3.0,4.0,,
171.61402262210163,2,3,3,1,4,3,Mid-Level,Análisis,Elaboración/Requisitos,2,3.0,1.0,,
175.4468337482947,5,2,1,3,1,4,Senior,Análisis,Mantenimiento,3,1.0,3.0,1.0,5.0
95.38757660437209,4,2,3,4,2,5,Mid-Level,Documentación,Mantenimiento,1,,,,
115.95266530619745,2,1,2,5,4,3,Senior,Backend,Mantenimiento,2,1.0,5.0,,
87.20537915889962,5,5,2,1,4,1,Mid-Level,DevOps,Transición/Implementación,3,1.0,1.0,1.0,3.0
109.81811077886871,1,21,2,1,2,4,Junior,Database,Construcción/Desarrollo,1,,,,
137.78845323240918,3,2,1,5,3,4,Junior,DevOps,Elaboración/Requisitos,2,3.0,3.0,,
90.55462708299554,5,21,1,2,1,3,Senior,Backend,Transición/Implementación,1,,,,
87.3701010851648,2,5,1,5,2,2,Mid-Level,Testing,Mantenimiento,1,,,,
51.506513292459985,5,5,1,5,3,3,Junior,DevOps,Transición/Implementación,2,3.0,5.0,,
134.14408491598985,2,3,2,1,3,3,Mid-Level,Documentación,Mantenimiento,2,3.0,1.0,,
117.10917512885474,2,5,2,1,2,5,Senior,Análisis,Construcción/Desarrollo,2,1.0,3.0,,
156.75714921106697,2,3,2,4,4,3,Senior,DevOps,Mantenimiento,2,2.0,1.0,,
125.8226042973912,5,13,1,5,1,2,Mid-Level,Database,Construcción/Desarrollo,2,1.0,4.0,,
98.50684920254086,3,1,1,3,3,4,Junior,Testing,Transición/Implementación,1,,,,
145.8706383905905,2,5,3,3,3,5,Senior,DevOps,Transición/Implementación,2,3.0,3.0,,
133.54673326304567,4,2,2,5,4,3,Mid-Level,DevOps,Construcción/Desarrollo,3,3.0,5.0,3.0,5.0
78.61622870440117,1,2,1,1,2,4,Junior,Frontend,Mantenimiento,1,,,,
94.82562578213796,2,8,2,5,2,2,Senior,Backend,Transición/Implementación,1,,,,
166.12397312678613,4,3,2,5,5,4,Junior,Database,Mantenimiento,3,1.0,2.0,1.0,5.0
176.9120127168875,4,21,2,4,4,2,Mid-Level,Database,Transición/Implementación,2,3.0,5.0,,
123.4896830547928,1,5,2,3,1,4,Senior,Análisis,Elaboración/Requisitos,2,2.0,2.0,,
106.7228430001349,5,21,1,2,1,2,Junior,DevOps,Mantenimiento,1,,,,
206.05163583600597,5,13,2,2,3,3,Mid-Level,Análisis,Elaboración/Requisitos,3,1.0,2.0,1.0,3.0
152.94834658067083,2,2,2,2,2,3,Mid-Level,Testing,Construcción/Desarrollo,3,2.0,4.0,2.0,3.0
76.80596892351345,2,1,1,1,1,5,Mid-Level,Database,Mantenimiento,1,,,,
167.1203679875219,3,3,2,1,4,4,Junior,Análisis,Mantenimiento,3,3.0,1.0,2.0,2.0
111.93102047446035,1,8,3,5,2,2,Mid-Level,DevOps,Mantenimiento,1,,,,
183.16325292571366,2,8,2,5,3,3,Junior,DevOps,Transición/Implementación,2,1.0,3.0,,
164.73310178121162,5,3,2,5,4,4,Junior,Testing,Elaboración/Requisitos,3,3.0,2.0,2.0,1.0
139.08795807047554,3,21,2,4,5,4,Senior,Análisis,Inicio/Conceptualización,2,2.0,4.0,,
87.05125880911861,4,3,1,5,3,5,Junior,Frontend,Construcción/Desarrollo,1,,,,
87.93813511408047,5,5,3,3,4,5,Junior,Database,Transición/Implementación,1,,,,
226.94171928844358,5,21,1,5,5,1,Senior,DevOps,Construcción/Desarrollo,3,2.0,4.0,3.0,5.0
132.739451870762,3,5,3,4,3,4,Senior,Documentación,Inicio/Conceptualización,2,2.0,5.0,,
153.1841570464295,4,21,3,3,1,3,Junior,Testing,Mantenimiento,2,2.0,3.0,,
154.0962712095565,4,8,1,4,3,3,Mid-Level,Testing,Mantenimiento,3,1.0,5.0,1.0,3.0
99.29159384734103,5,21,2,4,2,5,Senior,Database,Transición/Implementación,2,3.0,2.0,,
154.89227814084,4,5,3,3,1,3,Mid-Level,Database,Construcción/Desarrollo,1,,,,
118.45898226345213,2,2,1,3,2,2,Senior,Testing,Transición/Implementación,2,3.0,2.0,,
77.1105732154814,3,1,3,4,3,2,Senior,Frontend,Construcción/Desarrollo,1,,,,
164.2101719260154,2,1,2,3,5,2,Junior,Análisis,Construcción/Desarrollo,3,2.0,1.0,2.0,1.0
108.23300805714132,2,5,2,4,1,2,Mid-Level,Análisis,Construcción/Desarrollo,2,3.0,3.0,,
104.47993392462267,4,2,3,3,3,2,Senior,Análisis,Construcción/Desarrollo,1,,,,
52.63294311649477,5,5,1,5,2,2,Senior,DevOps,Mantenimiento,2,3.0,5.0,,
178.5687749760581,4,8,1,1,5,3,Senior,Análisis,Construcción/Desarrollo,3,1.0,1.0,1.0,1.0
76.14677533486069,5,8,2,5,3,3,Junior,Backend,Inicio/Conceptualización,1,,,,
170.6005222974645,2,21,1,3,4,4,Mid-Level,DevOps,Transición/Implementación,3,2.0,2.0,2.0,3.0
89.67583808079475,3,21,1,5,2,2,Senior,Backend,Transición/Implementación,1,,,,
70.34111715681973,4,21,1,1,3,2,Junior,Análisis,Elaboración/Requisitos,1,,,,
187.5808139105393,3,8,3,3,2,5,Senior,Documentación,Transición/Implementación,3,2.0,5.0,2.0,1.0
73.49908825990697,3,1,1,1,4,2,Senior,Análisis,Transición/Implementación,1,,,,
97.38827822149149,2,5,2,3,1,2,Junior,Análisis,Construcción/Desarrollo,1,,,,
141.15689781502851,5,13,2,4,5,1,Senior,DevOps,Mantenimiento,1,,,,
107.38418726033464,2,5,2,2,2,2,Senior,DevOps,Elaboración/Requisitos,1,,,,
43.34180680467368,4,1,2,4,4,3,Junior,Database,Construcción/Desarrollo,1,,,,
138.31161119076336,2,1,2,3,4,4,Senior,Database,Construcción/Desarrollo,2,3.0,5.0,,
161.1411753948171,5,1,2,2,3,2,Mid-Level,Testing,Construcción/Desarrollo,3,3.0,2.0,3.0,2.0
67.6181755376334,2,2,2,1,5,5,Mid-Level,Backend,Mantenimiento,1,,,,
133.48282441785884,4,5,1,3,2,3,Mid-Level,DevOps,Construcción/Desarrollo,2,1.0,2.0,,
59.077904156030186,5,3,2,2,3,2,Senior,Análisis,Mantenimiento,1,,,,
85.91995550094013,5,5,3,5,2,2,Mid-Level,Documentación,Mantenimiento,1,,,,
140.42525189277785,5,1,2,5,1,4,Mid-Level,Database,Inicio/Conceptualización,3,1.0,5.0,1.0,5.0
202.2783933630327,1,8,2,3,4,3,Junior,Análisis,Transición/Implementación,3,1.0,3.0,1.0,3.0
97.10147291692216,3,8,1,5,4,5,Mid-Level,DevOps,Transición/Implementación,1,,,,
165.48936673397392,4,21,2,5,3,2,Mid-Level,Backend,Elaboración/Requisitos,2,3.0,2.0,,
131.13373295282926,1,1,1,3,2,4,Senior,Análisis,Construcción/Desarrollo,2,3.0,5.0,,
112.10320636608208,4,3,2,3,4,2,Senior,DevOps,Inicio/Conceptualización,1,,,,
90.39024035430603,2,2,1,3,2,5,Junior,Backend,Mantenimiento,1,,,,
94.0307656628033,2,21,1,3,3,3,Junior,Frontend,Elaboración/Requisitos,1,,,,
100.40428758438757,4,8,2,4,3,5,Senior,Frontend,Inicio/Conceptualización,3,1.0,4.0,1.0,2.0
120.72062266514244,5,1,1,2,2,4,Senior,Database,Transición/Implementación,3,2.0,1.0,1.0,2.0
128.24011399160008,1,8,2,4,3,3,Senior,Documentación,Elaboración/Requisitos,2,3.0,3.0,,
177.6071324311481,1,13,1,3,2,1,Mid-Level,Frontend,Mantenimiento,2,2.0,3.0,,
86.20656767819081,2,8,1,5,2,2,Mid-Level,DevOps,Elaboración/Requisitos,1,,,,
86.31470370048974,5,3,2,4,2,4,Mid-Level,Análisis,Mantenimiento,1,,,,
145.76798244089173,3,21,1,5,5,2,Junior,Frontend,Mantenimiento,3,1.0,1.0,1.0,4.0
82.8402102324759,1,5,1,2,5,4,Mid-Level,Análisis,Elaboración/Requisitos,1,,,,
116.39146663608706,5,5,2,2,4,5,Junior,Análisis,Inicio/Conceptualización,1,,,,
120.23090455213328,2,13,2,3,5,4,Mid-Level,Testing,Inicio/Conceptualización,2,1.0,5.0,,
96.10925532407812,1,13,1,5,4,5,Mid-Level,Documentación,Inicio/Conceptualización,1,,,,
114.05156003806403,1,3,1,1,4,3,Mid-Level,Backend,Construcción/Desarrollo,1,,,,
139.29197575951554,4,2,1,3,1,1,Mid-Level,DevOps,Inicio/Conceptualización,1,,,,
201.70686581859508,1,8,2,2,2,2,Senior,Análisis,Construcción/Desarrollo,3,3.0,3.0,3.0,3.0
99.85281780466349,1,3,1,1,4,3,Senior,Testing,Inicio/Conceptualización,1,,,,
243.81232783729763,4,3,1,3,2,1,Mid-Level,DevOps,Elaboración/Requisitos,3,3.0,2.0,2.0,3.0
72.83603740350375,1,1,1,1,2,3,Senior,Documentación,Elaboración/Requisitos,1,,,,
165.06528322862974,4,8,3,1,3,4,Mid-Level,DevOps,Construcción/Desarrollo,3,2.0,1.0,1.0,1.0
80.2106546767924,4,1,2,2,4,2,Mid-Level,Testing,Transición/Implementación,1,,,,
147.21794957731325,2,21,3,5,3,4,Senior,Documentación,Elaboración/Requisitos,2,3.0,5.0,,
84.16449699335332,4,1,2,4,2,4,Junior,Database,Elaboración/Requisitos,1,,,,
113.07385760182748,2,21,2,1,2,2,Senior,Análisis,Construcción/Desarrollo,2,1.0,1.0,,
233.94319166958005,2,5,2,4,5,4,Junior,Database,Elaboración/Requisitos,3,1.0,2.0,1.0,4.0
135.49422648532428,4,5,1,1,4,3,Mid-Level,Database,Inicio/Conceptualización,1,,,,
197.34685015727524,5,5,2,4,5,4,Mid-Level,Backend,Mantenimiento,3,1.0,3.0,1.0,4.0
108.11028391487542,5,3,3,4,2,2,Junior,Documentación,Construcción/Desarrollo,2,2.0,3.0,,
82.48252489470555,5,21,3,3,3,4,Junior,Análisis,Mantenimiento,1,,,,
86.07247195989393,2,1,2,2,5,3,Junior,Backend,Transición/Implementación,1,,,,
131.35998953221028,2,13,2,4,2,3,Junior,Testing,Mantenimiento,3,3.0,3.0,2.0,2.0
143.17191340028558,3,8,2,5,4,5,Mid-Level,Arquitectura,Transición/Implementación,2,2.0,5.0,,
92.60012570099818,3,1,1,3,1,3,Senior,DevOps,Elaboración/Requisitos,1,,,,
72.54400221775053,1,21,2,4,4,2,Senior,Documentación,Construcción/Desarrollo,1,,,,
180.48826970215322,3,13,2,5,1,2,Junior,DevOps,Elaboración/Requisitos,3,1.0,5.0,2.0,5.0
126.34216693940881,4,3,3,2,3,2,Senior,Backend,Transición/Implementación,2,2.0,2.0,,
106.88118016156258,4,13,2,1,3,3,Junior,Backend,Mantenimiento,1,,,,
106.2838038270892,2,2,3,3,4,4,Mid-Level,DevOps,Construcción/Desarrollo,1,,,,
101.8725944287771,3,2,2,5,2,2,Junior,Análisis,Inicio/Conceptualización,1,,,,
85.32600568702455,2,8,1,2,3,2,Junior,DevOps,Mantenimiento,1,,,,
86.30885863886856,3,8,3,3,3,1,Junior,Análisis,Construcción/Desarrollo,1,,,,
99.49582834809723,4,5,2,5,3,3,Senior,Database,Elaboración/Requisitos,1,,,,
203.08124848998813,1,1,2,3,5,4,Mid-Level,Análisis,Mantenimiento,3,3.0,2.0,3.0,2.0
112.2606131202149,2,8,2,5,2,3,Junior,Backend,Inicio/Conceptualización,2,3.0,4.0,,
115.5814221851791,1,8,3,1,1,1,Senior,Database,Mantenimiento,1,,,,
174.80008971932526,2,13,1,3,3,4,Junior,Backend,Elaboración/Requisitos,3,3.0,3.0,2.0,2.0
105.61630043908801,5,5,3,5,4,5,Junior,Backend,Mantenimiento,1,,,,
74.35896802616185,5,21,1,3,2,4,Senior,Documentación,Inicio/Conceptualización,1,,,,
102.90464016015063,4,2,2,5,4,2,Junior,Frontend,Mantenimiento,1,,,,
119.73918591080226,3,21,2,4,3,5,Senior,Documentación,Transición/Implementación,1,,,,
124.75529720826289,4,1,3,2,4,3,Junior,Backend,Construcción/Desarrollo,2,1.0,2.0,,
118.18229078035992,4,21,1,4,2,5,Junior,Documentación,Mantenimiento,2,3.0,4.0,,
156.1553927823055,2,1,3,5,4,3,Mid-Level,DevOps,Construcción/Desarrollo,3,1.0,5.0,1.0,3.0
222.06379471124941,4,8,2,3,4,4,Mid-Level,Análisis,Transición/Implementación,2,1.0,5.0,,
141.77921151835704,5,5,2,5,3,5,Junior,Análisis,Inicio/Conceptualización,3,3.0,5.0,3.0,3.0
132.7124386069266,1,21,1,5,2,5,Senior,Backend,Mantenimiento,2,3.0,5.0,,
119.66916629020346,3,3,2,5,3,2,Junior,Backend,Elaboración/Requisitos,3,1.0,5.0,1.0,3.0
127.86315933702888,2,1,2,3,2,4,Senior,DevOps,Transición/Implementación,1,,,,
158.49718362652533,2,3,1,1,1,2,Senior,Database,Elaboración/Requisitos,2,1.0,2.0,,
189.55017813002436,2,3,3,2,4,3,Senior,Database,Mantenimiento,3,1.0,1.0,1.0,2.0
125.52402694235148,1,1,2,5,4,4,Junior,Backend,Mantenimiento,2,3.0,2.0,,
120.45253460314692,3,1,1,4,4,4,Senior,Database,Mantenimiento,2,3.0,1.0,,
133.96539683560144,4,8,1,4,4,3,Junior,DevOps,Mantenimiento,2,2.0,5.0,,
132.77807389427772,1,1,2,2,4,3,Mid-Level,Database,Transición/Implementación,3,3.0,3.0,2.0,2.0
43.9318652293476,4,21,2,2,2,5,Junior,Testing,Transición/Implementación,2,3.0,2.0,,
91.95007535536354,2,3,1,5,5,3,Senior,Arquitectura,Elaboración/Requisitos,1,,,,
91.77462018102199,2,8,2,4,4,4,Mid-Level,Frontend,Mantenimiento,1,,,,
132.65059888933854,3,3,3,2,1,4,Junior,Backend,Inicio/Conceptualización,2,3.0,3.0,,
83.21611345322768,3,1,3,5,2,1,Junior,DevOps,Construcción/Desarrollo,1,,,,
112.688444329445,2,2,1,4,1,2,Senior,Testing,Mantenimiento,2,1.0,5.0,,
127.66779108582337,5,13,2,5,1,5,Senior,Documentación,Elaboración/Requisitos,1,,,,
83.63907649572919,2,13,2,4,4,2,Junior,Frontend,Elaboración/Requisitos,1,,,,
115.9995460617859,3,8,2,5,4,3,Mid-Level,DevOps,Mantenimiento,2,3.0,1.0,,
80.57367532659906,3,8,3,1,3,4,Junior,Database,Transición/Implementación,1,,,,
83.68398567683076,2,8,2,4,1,5,Senior,Documentación,Inicio/Conceptualización,1,,,,
186.02496215647224,4,1,2,1,4,4,Senior,DevOps,Construcción/Desarrollo,3,1.0,3.0,2.0,2.0
200.5875472700042,2,21,3,2,4,5,Senior,DevOps,Transición/Implementación,3,1.0,3.0,1.0,3.0
145.9649178063348,4,5,1,3,4,3,Senior,Documentación,Elaboración/Requisitos,2,1.0,4.0,,
145.31184277808512,1,2,1,2,4,2,Junior,Frontend,Construcción/Desarrollo,2,2.0,1.0,,
121.92636864800777,5,5,2,5,2,4,Mid-Level,Documentación,Elaboración/Requisitos,2,2.0,2.0,,
75.70132896472515,2,3,2,1,4,4,Senior,Frontend,Construcción/Desarrollo,1,,,,
156.48894275320183,3,1,1,1,1,2,Junior,Análisis,Transición/Implementación,3,2.0,2.0,2.0,3.0
86.61599465993474,2,1,1,4,5,5,Senior,Database,Elaboración/Requisitos,1,,,,
70.04177862702639,3,3,1,5,1,3,Mid-Level,Documentación,Inicio/Conceptualización,2,3.0,5.0,,
113.80242246904506,4,21,3,2,5,1,Junior,Database,Construcción/Desarrollo,1,,,,
195.36696136080525,1,5,3,3,2,4,Mid-Level,Documentación,Inicio/Conceptualización,3,1.0,2.0,1.0,1.0
100.28453097123455,1,13,1,2,4,4,Mid-Level,DevOps,Elaboración/Requisitos,1,,,,
103.42630261331743,4,5,2,5,1,5,Mid-Level,DevOps,Construcción/Desarrollo,1,,,,
101.40904955699777,5,2,3,4,2,5,Senior,Análisis,Transición/Implementación,1,,,,
149.71179075340416,3,5,1,5,1,2,Senior,DevOps,Transición/Implementación,2,3.0,4.0,,
121.52372308148242,5,3,3,5,3,2,Junior,DevOps,Transición/Implementación,2,2.0,4.0,,
177.40562440633974,4,2,2,5,5,4,Mid-Level,Análisis,Construcción/Desarrollo,2,3.0,5.0,,
124.98738882274377,3,3,1,4,4,4,Junior,Análisis,Construcción/Desarrollo,2,1.0,5.0,,
129.2293042509887,3,5,3,4,2,2,Junior,Documentación,Transición/Implementación,2,2.0,1.0,,
162.889852892645,3,5,2,5,5,2,Senior,Documentación,Elaboración/Requisitos,2,1.0,1.0,,
195.18473115637744,5,21,1,1,5,5,Mid-Level,Frontend,Mantenimiento,3,2.0,4.0,2.0,1.0
112.65551719475123,2,13,2,4,2,1,Junior,DevOps,Elaboración/Requisitos,1,,,,
122.89680921826935,4,8,2,1,4,3,Junior,Frontend,Inicio/Conceptualización,3,1.0,1.0,1.0,1.0
83.37489930279591,2,13,2,1,2,5,Mid-Level,Documentación,Elaboración/Requisitos,1,,,,
152.86299025695166,5,1,2,2,2,2,Junior,Database,Mantenimiento,2,2.0,1.0,,
151.40200987838875,4,1,2,5,2,3,Senior,DevOps,Transición/Implementación,2,2.0,4.0,,
119.55834860619221,5,2,3,5,2,2,Senior,Frontend,Inicio/Conceptualización,2,2.0,4.0,,
103.46397536186625,4,2,3,1,3,2,Junior,Análisis,Mantenimiento,2,2.0,2.0,,
164.5442238014047,4,3,2,2,2,1,Mid-Level,DevOps,Elaboración/Requisitos,2,2.0,1.0,,
155.72930764265155,4,1,2,2,5,2,Senior,Frontend,Mantenimiento,3,1.0,2.0,1.0,3.0
95.7791757312829,3,1,3,3,5,5,Mid-Level,Testing,Inicio/Conceptualización,3,3.0,3.0,2.0,5.0
124.75003707965361,1,2,3,4,2,4,Mid-Level,Documentación,Elaboración/Requisitos,3,1.0,1.0,1.0,3.0
218.5036925462216,3,5,2,2,2,3,Mid-Level,Testing,Mantenimiento,3,1.0,1.0,1.0,1.0
128.33350009990994,4,8,3,1,2,3,Senior,DevOps,Construcción/Desarrollo,1,,,,
195.5660829951849,1,1,1,5,5,2,Junior,Database,Mantenimiento,3,1.0,5.0,1.0,4.0
162.16933233139832,3,8,2,3,5,2,Junior,Documentación,Inicio/Conceptualización,3,3.0,4.0,3.0,4.0
58.18854244584805,4,8,2,3,4,3,Mid-Level,Testing,Elaboración/Requisitos,2,2.0,3.0,,
106.34375678090107,3,3,1,5,4,5,Mid-Level,Análisis,Construcción/Desarrollo,1,,,,
79.9999336897595,4,8,3,5,1,2,Senior,Testing,Transición/Implementación,1,,,,
66.03342025724395,2,3,1,4,3,5,Mid-Level,Documentación,Transición/Implementación,1,,,,
115.18838089421432,5,3,3,1,4,2,Junior,Documentación,Construcción/Desarrollo,2,1.0,5.0,,
103.50935787096711,5,13,1,1,1,5,Mid-Level,DevOps,Construcción/Desarrollo,1,,,,
113.72514773415563,2,13,2,1,4,3,Senior,Análisis,Transición/Implementación,2,2.0,5.0,,
186.04409649708325,3,5,1,1,3,2,Senior,Database,Elaboración/Requisitos,3,2.0,1.0,1.0,1.0
116.57556256364245,1,2,3,4,4,2,Mid-Level,Documentación,Transición/Implementación,2,3.0,5.0,,
209.13057824261182,1,1,2,3,5,2,Junior,Testing,Inicio/Conceptualización,3,1.0,3.0,1.0,5.0
123.43065205348654,4,3,2,3,2,1,Senior,Testing,Construcción/Desarrollo,1,,,,
91.38784536517004,4,8,1,5,2,3,Mid-Level,DevOps,Transición/Implementación,1,,,,
59.25910030003505,5,3,1,2,1,4,Mid-Level,Database,Transición/Implementación,2,2.0,1.0,,
167.56045154069247,3,1,2,2,2,4,Junior,Database,Construcción/Desarrollo,3,1.0,3.0,1.0,2.0
178.58587949619633,1,3,2,1,5,3,Mid-Level,Análisis,Transición/Implementación,3,2.0,2.0,1.0,1.0
194.2664737105643,4,1,3,5,5,2,Senior,DevOps,Transición/Implementación,3,1.0,3.0,1.0,5.0
112.1883475530428,3,2,1,2,3,2,Mid-Level,Database,Mantenimiento,1,,,,
164.36453959960355,1,5,3,4,1,1,Mid-Level,DevOps,Mantenimiento,2,3.0,5.0,,
169.69121592128985,4,1,1,5,3,2,Mid-Level,Testing,Mantenimiento,3,3.0,5.0,3.0,5.0
170.35850139716197,4,13,3,5,4,4,Mid-Level,DevOps,Elaboración/Requisitos,3,1.0,1.0,1.0,1.0
126.32008753308173,1,2,2,4,3,3,Mid-Level,Análisis,Elaboración/Requisitos,1,,,,
90.6905577671202,1,5,1,5,4,3,Junior,Documentación,Inicio/Conceptualización,1,,,,
160.06093116816035,1,21,1,5,5,1,Senior,Documentación,Elaboración/Requisitos,2,3.0,5.0,,
193.47056812092154,4,3,1,1,1,1,Senior,DevOps,Transición/Implementación,3,1.0,5.0,2.0,1.0
146.63467065497113,1,2,2,5,1,2,Junior,Documentación,Mantenimiento,3,1.0,5.0,2.0,4.0
143.45706650725023,5,3,2,3,1,5,Senior,DevOps,Transición/Implementación,1,,,,
156.91138059351664,3,2,2,1,3,2,Junior,Análisis,Construcción/Desarrollo,3,1.0,3.0,2.0,4.0
83.11166699313897,1,8,3,4,4,5,Senior,Backend,Transición/Implementación,1,,,,
177.85614696338308,4,13,2,1,2,2,Mid-Level,Análisis,Construcción/Desarrollo,3,2.0,1.0,2.0,1.0
119.85898353035033,5,13,2,5,4,1,Junior,Database,Construcción/Desarrollo,2,2.0,4.0,,
127.16322229783323,4,5,3,5,3,5,Senior,Documentación,Construcción/Desarrollo,2,2.0,5.0,,
118.06821631358754,3,8,1,4,3,5,Mid-Level,Análisis,Elaboración/Requisitos,1,,,,
151.21251578514267,4,8,2,5,4,5,Junior,Backend,Construcción/Desarrollo,2,2.0,5.0,,
201.11367084794304,2,13,3,4,3,2,Mid-Level,Documentación,Inicio/Conceptualización,3,3.0,5.0,2.0,5.0
164.2197020736352,2,5,2,2,4,2,Senior,Database,Mantenimiento,2,1.0,1.0,,
151.74085316975345,3,3,1,4,1,5,Mid-Level,Backend,Construcción/Desarrollo,2,3.0,4.0,,
194.95532832016093,2,1,2,5,5,3,Junior,Testing,Mantenimiento,3,3.0,3.0,3.0,2.0
141.93232151106233,1,13,2,1,4,5,Mid-Level,Backend,Elaboración/Requisitos,1,,,,
77.12512405775855,1,3,2,4,3,4,Mid-Level,Database,Inicio/Conceptualización,1,,,,
99.17881188261299,3,8,1,1,4,5,Mid-Level,Documentación,Construcción/Desarrollo,2,3.0,4.0,,
170.71601417402522,2,5,1,5,1,4,Mid-Level,Testing,Elaboración/Requisitos,2,1.0,5.0,,
157.05330045987992,3,5,1,1,2,2,Mid-Level,Backend,Construcción/Desarrollo,3,1.0,5.0,1.0,3.0
144.771487180062,1,2,2,5,5,4,Junior,Análisis,Construcción/Desarrollo,3,1.0,5.0,1.0,3.0
132.48149475745032,2,3,2,5,4,4,Senior,Testing,Construcción/Desarrollo,2,1.0,5.0,,
128.73799257535876,4,1,2,5,4,5,Junior,Backend,Inicio/Conceptualización,2,2.0,3.0,,
173.21885961205984,4,1,3,1,3,4,Senior,Database,Inicio/Conceptualización,3,3.0,2.0,3.0,1.0
141.57081029492014,4,3,1,4,4,5,Mid-Level,DevOps,Inicio/Conceptualización,3,2.0,5.0,1.0,5.0
127.38487869865176,2,1,1,2,1,3,Senior,Frontend,Transición/Implementación,2,1.0,1.0,,
142.3186157414493,1,3,2,4,4,5,Mid-Level,Análisis,Construcción/Desarrollo,3,1.0,3.0,1.0,2.0
150.57893715705043,4,1,1,5,3,3,Junior,Database,Transición/Implementación,2,3.0,4.0,,
96.31657634675538,5,5,1,4,4,5,Mid-Level,Frontend,Inicio/Conceptualización,1,,,,
121.8085215813945,2,13,1,2,3,5,Mid-Level,Análisis,Construcción/Desarrollo,1,,,,
98.00694119366534,4,1,2,5,4,4,Senior,DevOps,Inicio/Conceptualización,3,2.0,3.0,3.0,3.0
80.17045826925653,4,2,2,3,1,3,Junior,Frontend,Inicio/Conceptualización,1,,,,
112.25328526607767,4,2,2,2,3,2,Senior,Database,Inicio/Conceptualización,3,1.0,2.0,2.0,2.0
163.7660373992137,1,3,1,4,2,5,Mid-Level,Análisis,Construcción/Desarrollo,3,1.0,5.0,2.0,1.0
137.25744634902298,2,8,2,2,1,3,Mid-Level,Análisis,Construcción/Desarrollo,2,1.0,2.0,,
171.45618199891044,3,21,2,5,2,5,Mid-Level,DevOps,Mantenimiento,1,,,,
191.07476452032907,5,21,2,2,2,1,Mid-Level,Análisis,Inicio/Conceptualización,3,2.0,3.0,1.0,3.0
178.8129997530006,2,2,3,2,2,2,Senior,Análisis,Construcción/Desarrollo,3,1.0,2.0,2.0,2.0
147.45547357874352,5,1,1,5,4,3,Mid-Level,DevOps,Transición/Implementación,2,3.0,5.0,,
81.80657422000377,5,5,2,1,2,2,Senior,Frontend,Transición/Implementación,1,,,,
184.0837471499894,2,13,2,4,2,5,Senior,Database,Inicio/Conceptualización,3,3.0,5.0,3.0,4.0
85.17876912971538,2,21,1,1,2,1,Junior,Análisis,Elaboración/Requisitos,1,,,,
170.92113861555148,2,2,1,3,4,2,Mid-Level,Análisis,Construcción/Desarrollo,3,3.0,3.0,3.0,3.0
124.77415932431494,1,13,2,1,3,2,Mid-Level,Análisis,Elaboración/Requisitos,3,1.0,3.0,2.0,3.0
72.50478472991315,2,5,2,5,1,3,Mid-Level,Análisis,Transición/Implementación,1,,,,
113.70028675468119,1,8,1,5,3,3,Junior,DevOps,Transición/Implementación,1,,,,
97.98538753824022,1,8,2,4,3,1,Junior,Documentación,Elaboración/Requisitos,2,1.0,4.0,,
98.48977514430963,5,3,1,5,5,4,Junior,Testing,Construcción/Desarrollo,2,2.0,5.0,,
115.94431114523142,3,3,2,5,3,4,Senior,Testing,Construcción/Desarrollo,1,,,,
133.00938000835924,3,5,2,5,5,3,Junior,DevOps,Transición/Implementación,2,2.0,5.0,,
148.4606558913369,1,1,3,2,3,5,Senior,DevOps,Transición/Implementación,2,2.0,4.0,,
135.02240063490004,1,21,2,1,4,5,Junior,Testing,Elaboración/Requisitos,1,,,,
95.36975406426802,3,2,1,3,3,4,Senior,Database,Elaboración/Requisitos,1,,,,
53.24572609120479,3,13,2,2,2,3,Mid-Level,Database,Mantenimiento,2,3.0,4.0,,
113.50173941771953,4,5,2,4,5,5,Mid-Level,Documentación,Transición/Implementación,1,,,,
