idrequerimiento,complejidad,prioridad,tipo_tarea,duracion
2951,3,3,testing,5.2
516,5,2,frontend,12.2
4886,2,3,backend,8.1
86,1,3,deployment,1.4
45,5,1,deployment,4.9
2381,5,2,database,19.4
4287,1,2,database,9.2
4174,3,2,deployment,3.3
4484,2,3,database,9.9
6,2,1,database,12.5
3248,5,2,backend,15.6
2670,1,1,frontend,6.4
364,5,1,testing,9.0
972,4,3,deployment,3.2
3542,5,3,testing,6.8
1930,2,3,testing,4.5
1442,3,1,testing,6.1
1624,1,3,backend,6.1
4003,1,3,testing,3.3
800,4,1,database,19.3
2594,4,2,deployment,3.8
3165,4,2,frontend,9.8
395,5,2,backend,16.1
2115,1,1,database,10.3
2084,2,3,database,10.0
1737,1,3,backend,6.0
4818,5,2,testing,7.9
596,3,1,deployment,3.5
3725,4,2,backend,13.8
1586,1,3,backend,6.5
4007,2,2,backend,9.2
2250,3,1,backend,13.2
277,3,2,database,14.0
551,2,3,frontend,6.3
1546,2,1,testing,5.1
2346,5,3,frontend,10.8
1635,2,1,frontend,8.0
4102,4,3,database,15.1
4049,4,1,backend,14.8
3261,4,3,testing,5.8
1640,1,2,database,9.2
2909,2,1,testing,5.7
2395,1,1,backend,8.2
3905,2,3,backend,8.7
1965,2,2,frontend,6.8
1865,2,1,frontend,7.7
1865,5,3,backend,13.7
3763,2,1,database,12.6
2221,5,3,backend,14.3
327,5,3,frontend,10.6
2271,3,2,deployment,3.4
472,3,1,backend,12.5
670,4,1,deployment,3.5
4777,4,2,testing,7.1
3435,4,2,backend,13.4
3444,2,3,backend,8.6
2883,2,1,database,12.9
3610,2,3,database,10.4
133,5,2,database,20.0
691,2,2,frontend,7.0
1380,2,3,testing,3.7
662,1,2,testing,4.0
565,4,1,database,19.5
3239,2,3,database,10.6
400,4,3,testing,5.9
3048,3,1,database,16.2
683,3,1,testing,6.0
4488,4,1,backend,15.5
670,1,3,frontend,4.9
4978,2,3,deployment,1.7
1865,3,3,testing,4.8
3866,3,1,frontend,9.7
1229,2,2,deployment,2.5
3958,4,1,deployment,3.8
1569,1,1,frontend,6.1
1307,5,3,backend,14.2
4752,1,1,frontend,6.0
3323,5,3,deployment,3.1
2278,2,2,frontend,6.6
1096,4,3,frontend,9.5
1070,2,1,backend,10.2
1362,1,2,backend,7.3
1395,1,3,backend,6.1
3499,1,2,frontend,5.5
3531,4,2,database,17.0
1901,3,1,database,15.6
3971,4,1,backend,14.7
4071,3,3,deployment,2.6
3837,2,1,deployment,3.0
1355,3,1,deployment,2.9
3873,4,3,deployment,2.8
4491,5,3,database,17.5
2772,5,1,frontend,13.7
2920,4,2,backend,13.3
3107,2,1,testing,5.3
1813,2,1,deployment,3.1
673,4,3,testing,6.4
1480,1,3,testing,2.8
3215,3,2,backend,11.1
2529,2,1,backend,10.0
2607,2,1,backend,10.1
2235,3,3,frontend,7.6
2281,4,3,testing,5.6
4906,4,1,frontend,11.5
2892,3,1,backend,12.8
3922,5,1,deployment,4.4
2913,4,1,backend,15.3
3161,2,2,frontend,7.2
4292,3,1,testing,6.8
4903,5,2,backend,15.4
4702,1,1,frontend,5.8
907,1,1,frontend,6.3
1247,4,1,frontend,11.4
3098,4,1,backend,15.5
1165,2,1,backend,10.7
434,5,1,frontend,13.5
1899,2,3,frontend,6.6
605,1,1,deployment,1.9
518,2,2,database,11.9
102,4,2,frontend,9.8
1764,3,1,deployment,3.1
3503,1,2,frontend,5.0
20,3,1,database,16.3
4879,3,2,testing,6.2
4131,3,2,database,14.3
1408,4,2,deployment,3.9
3289,4,2,testing,7.1
922,4,1,frontend,11.2
83,3,3,frontend,7.9
3305,4,3,database,14.9
1574,3,2,database,14.8
4709,4,3,testing,5.8
3237,2,3,database,10.9
4797,1,1,frontend,5.7
3397,5,3,testing,6.7
2163,5,1,database,22.0
4266,4,2,database,17.4
4868,1,1,testing,4.4
1186,1,3,database,8.2
3364,5,3,frontend,10.2
3369,3,3,deployment,2.9
412,5,2,database,19.6
3608,2,2,testing,4.7
3753,4,3,frontend,8.9
4204,1,1,backend,7.7
4109,3,1,backend,13.0
3927,3,2,deployment,2.7
2172,4,2,testing,6.8
2669,1,2,testing,3.5
3261,3,1,frontend,9.2
4270,2,3,testing,4.0
1743,5,2,backend,15.4
443,3,3,database,12.8
1288,4,3,testing,6.0
1177,4,3,frontend,9.3
3370,3,1,frontend,9.2
1104,1,1,deployment,2.2
1199,1,1,testing,4.0
2866,3,1,database,16.4
4816,4,2,database,17.5
3920,3,3,frontend,7.4
2927,1,2,deployment,1.5
2659,4,1,testing,7.2
596,4,1,testing,7.6
4189,4,3,testing,5.7
2709,2,2,testing,4.4
3412,4,3,backend,12.0
4708,2,3,frontend,5.9
2621,1,1,backend,8.4
1898,1,2,deployment,1.7
2054,5,3,deployment,3.2
3335,3,1,frontend,10.1
1696,5,3,testing,6.8
2134,3,2,frontend,9.1
515,5,3,testing,6.6
3663,4,3,testing,5.8
4972,3,1,database,16.3
3999,5,2,database,20.2
3548,1,2,frontend,5.8
3690,3,2,deployment,3.3
3129,3,2,testing,6.1
1522,2,3,frontend,5.8
1872,1,3,deployment,1.2
4314,2,1,frontend,7.6
3672,3,3,testing,5.4
3756,4,2,testing,6.6
1383,2,1,database,13.3
3951,2,2,testing,4.6
4931,4,3,testing,6.3
2766,3,1,database,16.0
2291,1,2,deployment,1.9
4439,4,2,testing,7.2
1549,3,1,deployment,3.0
2671,5,1,deployment,4.7
4801,4,1,database,18.8
4133,1,3,database,7.6
1128,4,2,frontend,10.7
84,2,2,testing,4.5
3596,5,1,backend,17.6
1985,5,3,deployment,3.4
3212,1,3,frontend,4.9
3975,4,3,frontend,9.5
301,1,3,frontend,5.2
2431,2,3,backend,8.1
4027,2,3,backend,8.4
4092,1,1,database,10.1
2598,4,1,database,19.0
841,2,3,backend,8.2
2685,2,3,backend,8.5
4771,1,2,backend,7.2
2603,1,3,backend,6.8
3311,4,3,frontend,9.3
1050,4,1,frontend,11.2
2517,5,3,testing,7.1
2633,3,3,testing,5.6
2671,2,1,deployment,2.8
3497,5,3,database,18.0
4164,1,1,testing,3.8
2718,3,1,testing,6.4
1409,3,3,database,12.4
4237,1,1,deployment,2.3
1551,4,3,database,15.3
4554,1,2,testing,3.5
432,3,1,frontend,9.4
1343,3,1,testing,6.7
3611,2,1,backend,10.5
2757,4,1,deployment,3.5
299,2,1,database,13.3
2101,5,2,database,20.2
2855,2,2,backend,9.0
3883,2,1,backend,10.4
1414,3,3,backend,9.8
1183,5,2,testing,8.2
820,3,3,backend,10.0
3274,1,3,testing,2.8
2957,1,2,deployment,1.7
3545,5,2,database,20.3
4348,4,1,deployment,3.4
4892,2,1,frontend,7.7
3744,1,1,frontend,6.0
3403,2,2,deployment,1.9
798,1,1,frontend,5.8
2998,5,1,testing,8.4
4624,4,1,testing,7.5
1449,2,3,testing,4.2
1118,3,1,database,15.8
2052,1,2,backend,7.6
2016,2,3,backend,8.0
4934,5,1,testing,8.6
946,3,1,frontend,9.4
1200,3,1,testing,6.9
4481,1,3,deployment,1.8
1763,4,1,backend,15.4
3543,4,3,backend,12.1
4217,4,2,frontend,10.2
1675,4,2,deployment,3.9
1443,3,3,frontend,8.1
1465,3,1,deployment,3.5
3691,5,2,testing,7.8
838,1,2,testing,3.6
1583,3,3,database,12.3
4585,1,2,frontend,5.6
2366,5,1,database,21.8
1246,4,3,deployment,2.5
3529,1,2,testing,3.6
4111,1,2,deployment,1.5
1579,5,1,database,21.9
4306,5,2,backend,15.9
4911,5,3,backend,13.7
1020,2,2,deployment,2.5
3767,3,1,deployment,3.1
4920,4,3,deployment,3.4
4407,4,1,testing,8.0
3741,5,1,database,22.4
2171,4,2,database,17.4
5,3,3,database,12.5
1896,2,2,database,12.0
900,2,2,database,12.1
2456,4,3,frontend,9.4
3245,5,3,database,17.1
1690,2,1,database,12.8
3644,5,2,deployment,4.1
3784,3,2,database,14.7
63,3,2,backend,11.7
3646,3,1,testing,6.5
1672,2,2,deployment,2.0
782,2,2,backend,8.9
4150,4,2,deployment,3.5
4562,5,1,database,21.7
1931,1,3,deployment,1.2
3079,3,2,database,14.0
1697,4,2,database,17.0
1521,1,2,backend,7.4
2318,5,3,database,17.4
4316,5,2,deployment,3.7
1483,4,1,deployment,3.5
550,5,1,frontend,13.5
4461,3,1,frontend,9.6
3203,5,3,backend,13.9
3026,2,1,database,12.7
2158,5,1,testing,9.1
3008,1,2,database,9.2
1739,1,2,deployment,2.1
1650,4,1,database,19.0
4926,2,1,backend,10.3
3726,4,1,testing,7.7
3742,2,3,database,10.4
2868,5,2,frontend,11.8
4306,2,3,deployment,2.1
4788,4,1,frontend,11.5
1301,5,3,deployment,3.7
1532,2,3,testing,4.1
2532,5,1,frontend,13.5
220,1,3,database,7.9
357,1,2,database,9.1
1688,4,2,testing,6.8
4435,2,1,database,12.6
1448,5,3,frontend,10.7
13,4,1,deployment,3.5
1203,5,1,testing,8.9
2483,4,2,database,16.9
3944,4,2,frontend,10.6
4294,1,2,database,8.8
1888,3,1,frontend,9.8
62,1,2,deployment,2.0
1050,1,2,frontend,5.0
2395,3,1,database,15.7
2547,4,3,deployment,3.0
413,4,3,deployment,3.0
4286,3,2,testing,6.0
3821,1,3,backend,6.1
3006,4,3,frontend,9.4
3203,3,3,frontend,7.3
3643,5,3,backend,13.8
3106,3,3,backend,10.4
3769,4,3,backend,11.9
392,3,3,backend,10.1
3718,2,2,testing,5.1
3802,5,1,backend,17.7
453,5,3,testing,7.0
4625,2,3,deployment,2.1
4018,1,3,backend,6.3
4312,2,2,backend,9.4
2247,3,2,testing,5.3
693,5,2,database,20.1
2396,3,1,frontend,9.8
2768,5,1,frontend,12.9
2594,1,3,testing,3.2
2433,1,1,testing,3.5
4354,3,3,database,12.3
2496,1,2,database,9.1
4907,2,1,database,13.5
4292,3,1,backend,13.1
2063,2,3,testing,4.6
218,5,2,backend,16.2
4823,2,3,backend,8.6
71,4,3,frontend,9.1
523,4,1,database,18.5
4224,5,1,frontend,13.5
417,5,2,frontend,11.9
2691,3,1,testing,6.4
1260,3,3,frontend,7.5
679,5,1,frontend,13.6
1360,2,3,backend,8.7
902,4,2,deployment,3.3
398,1,3,backend,6.7
2425,3,3,database,13.2
1090,5,3,deployment,4.0
4696,3,2,deployment,2.6
3141,3,3,database,12.5
3321,4,2,testing,7.0
2816,2,1,deployment,2.9
3255,4,1,testing,7.9
1537,2,3,database,10.7
434,1,2,backend,7.4
2315,3,2,database,14.8
137,1,1,frontend,6.3
3927,1,3,deployment,1.7
2556,2,1,backend,10.1
4851,2,2,deployment,1.9
2444,3,1,database,16.2
1440,2,2,testing,4.6
1034,1,1,frontend,5.7
3491,3,1,backend,13.3
2939,1,2,testing,3.3
1155,5,1,deployment,4.2
866,5,1,backend,18.0
2219,5,2,frontend,12.0
1862,1,3,testing,3.0
1518,2,2,database,11.5
3989,3,3,backend,10.1
3447,2,2,backend,9.6
4250,3,1,backend,12.4
2267,2,2,backend,9.2
1020,1,1,testing,4.3
4616,5,3,database,17.8
817,4,1,testing,8.0
4646,5,2,backend,15.9
144,5,1,testing,9.1
4291,4,2,database,17.0
4802,1,3,backend,6.0
2956,2,2,deployment,2.4
1864,3,1,deployment,3.6
4406,2,3,testing,4.6
23,1,3,deployment,1.5
1314,1,2,database,9.0
807,1,2,testing,3.3
3611,3,2,deployment,3.0
2257,1,3,frontend,4.6
4926,2,1,backend,10.4
1496,3,3,backend,10.7
2930,4,3,frontend,8.9
91,5,2,backend,16.0
2337,1,3,deployment,1.6
3959,3,1,testing,6.1
2856,1,1,database,10.2
684,3,1,backend,13.1
4237,2,2,database,11.9
4762,5,1,testing,9.0
188,4,2,frontend,10.7
207,5,1,frontend,12.8
1482,3,3,frontend,7.8
4037,5,3,deployment,3.7
1068,1,3,database,8.2
4734,2,2,deployment,2.0
3100,3,1,frontend,9.5
3057,4,3,testing,6.2
4909,1,3,frontend,4.8
2464,5,2,frontend,12.4
344,1,1,backend,7.7
3763,4,3,frontend,9.5
4085,4,2,deployment,2.9
4958,2,1,deployment,2.3
2993,2,2,testing,4.6
3837,3,3,backend,10.4
917,3,3,deployment,2.4
1277,3,3,deployment,2.4
167,1,1,testing,3.6
1849,2,1,backend,10.4
4624,1,3,backend,6.4
3997,3,1,testing,6.7
1222,1,1,backend,7.7
2672,2,1,frontend,8.2
2906,1,3,testing,3.4
1078,4,2,testing,7.3
3134,3,2,testing,5.5
2646,4,1,frontend,10.9
16,4,3,backend,12.0
555,3,3,testing,4.9
2510,2,3,testing,3.9
3890,3,1,backend,12.5
3303,5,2,testing,8.2
3172,4,3,backend,11.9
2892,5,3,frontend,10.7
3044,5,1,database,22.1
2609,2,2,backend,9.3
1887,1,2,testing,3.9
741,5,1,testing,8.3
255,5,2,testing,7.9
1303,5,2,backend,16.1
466,3,3,testing,5.3
3772,2,2,deployment,2.1
3455,2,1,frontend,8.2
3306,1,3,database,7.8
3465,1,1,backend,7.8
4033,5,1,frontend,12.8
3687,3,2,backend,11.8
2482,4,1,database,18.8
2992,4,2,database,17.6
2660,3,2,testing,5.6
320,5,3,frontend,10.7
2998,2,1,frontend,7.5
3186,2,3,database,10.3
1353,4,3,backend,12.0
1146,4,2,testing,6.5
583,4,2,database,16.9
2436,2,1,testing,5.1
3033,4,1,frontend,11.8
2201,1,3,backend,5.9
197,4,2,testing,7.3
656,2,2,deployment,2.3
1380,1,1,deployment,2.2
4254,3,1,testing,6.3
3159,3,1,backend,13.2
300,1,1,deployment,2.4
843,1,2,testing,3.8
131,5,3,database,17.4
484,3,3,deployment,2.1
1182,3,2,database,14.3
2672,2,2,database,12.0
3364,1,2,database,9.2
3749,1,2,deployment,1.9
127,5,1,testing,8.6
1911,3,3,testing,4.7
658,4,1,database,18.8
1636,5,1,backend,17.2
422,5,2,deployment,3.6
4936,5,2,testing,8.4
3162,2,3,database,10.1
3823,3,3,database,12.8
3856,2,3,database,10.4
2443,4,1,frontend,11.0
2638,1,3,testing,3.3
112,4,3,testing,6.1
4774,3,3,database,13.2
3757,5,2,testing,7.9
1741,3,3,testing,5.5
4021,3,3,frontend,7.4
508,5,2,deployment,4.0
1917,4,3,deployment,2.9
4710,5,3,backend,14.1
2640,5,1,testing,8.6
3737,4,3,frontend,9.5
2468,1,3,backend,6.9
1394,4,3,frontend,9.5
2432,5,1,backend,17.2
670,1,1,backend,8.5
3344,4,1,database,19.1
2758,4,3,backend,11.8
266,5,2,frontend,11.8
253,3,3,backend,10.1
549,2,2,frontend,7.0
4162,4,3,testing,6.1
1477,4,2,database,17.4
4320,4,2,deployment,3.0
4257,1,3,backend,6.7
2511,2,1,testing,5.0
3361,2,3,database,10.5
1793,5,3,frontend,10.1
252,5,3,backend,14.2
4318,1,2,frontend,5.6
639,3,3,deployment,2.8
2743,4,1,deployment,4.0
3785,3,2,frontend,8.4
1730,3,2,deployment,3.1
4354,1,1,frontend,6.5
2340,1,2,frontend,5.4
883,1,2,backend,7.0
4627,3,3,testing,4.7
2937,2,1,backend,10.4
377,1,3,testing,3.2
1351,5,3,testing,6.6
4825,1,3,database,7.6
2862,2,2,backend,9.1
3913,1,3,frontend,4.6
2765,2,2,frontend,6.6
2077,3,3,deployment,2.7
213,1,1,frontend,5.6
2997,1,3,deployment,2.0
1011,2,2,backend,9.6
3599,4,2,frontend,10.3
2439,3,2,backend,11.3
284,4,1,database,19.2
2630,3,2,frontend,8.2
535,5,3,database,18.0
2522,1,2,deployment,1.5
170,1,2,testing,3.6
895,3,3,testing,5.0
3271,5,3,database,17.4
3160,4,1,backend,15.6
4517,5,1,database,22.3
2477,5,3,testing,7.2
4612,5,3,database,17.7
2149,3,3,testing,5.4
3367,1,2,database,8.7
1940,5,3,frontend,10.6
2745,1,2,database,9.5
3844,4,1,frontend,11.4
2581,4,2,testing,6.4
2799,2,2,database,12.1
1731,4,1,testing,7.2
3086,3,3,backend,10.1
261,3,3,deployment,2.3
2056,4,3,testing,6.2
4031,3,3,deployment,2.2
3967,5,2,deployment,4.0
4493,2,2,testing,4.5
2088,1,3,testing,3.5
3754,2,1,backend,10.2
4677,1,3,deployment,1.5
888,1,1,deployment,2.4
4079,3,1,database,16.1
4174,5,3,testing,7.5
811,4,1,testing,7.3
3377,3,1,frontend,10.1
2906,5,1,testing,8.9
576,4,2,database,16.6
396,1,3,database,8.2
4903,2,2,backend,8.9
1168,1,2,frontend,5.3
1483,4,3,database,15.5
3075,1,2,database,9.3
4994,4,3,database,15.5
2521,1,2,deployment,2.2
312,5,3,database,18.0
2807,2,3,frontend,6.7
442,1,2,testing,3.6
3880,1,3,deployment,1.7
2375,1,3,frontend,5.0
3656,5,3,backend,13.7
631,1,1,testing,4.1
1322,3,2,deployment,3.2
4990,1,2,deployment,1.5
4528,5,2,testing,7.5
1960,2,3,frontend,5.8
4541,4,3,backend,12.0
796,4,3,frontend,9.5
47,5,3,testing,6.8
4476,5,2,backend,16.2
1139,4,2,deployment,3.5
3742,1,2,deployment,2.2
3318,3,2,backend,11.2
1308,4,1,testing,8.1
1060,2,3,deployment,1.7
245,1,1,backend,7.5
387,2,2,backend,9.2
4655,2,3,backend,8.4
806,2,1,frontend,8.0
3021,1,2,frontend,5.4
4155,5,1,deployment,4.9
4998,2,2,testing,5.2
2687,5,3,frontend,11.0
4159,5,2,deployment,3.6
4863,1,3,deployment,1.6
2949,3,2,deployment,3.1
1484,3,3,testing,5.5
3572,5,1,deployment,4.7
3344,5,2,testing,7.9
3272,5,2,frontend,12.2
46,5,3,backend,14.0
4412,3,3,backend,10.1
2674,3,2,backend,11.2
490,3,3,database,12.7
1592,2,1,database,13.5
1245,2,2,backend,9.7
2990,4,1,backend,14.9
275,1,3,deployment,1.5
2495,1,2,deployment,1.8
1950,5,1,frontend,12.7
3709,3,3,backend,10.0
1765,5,2,frontend,11.5
4300,5,1,database,21.8
51,3,1,deployment,3.1
2242,4,2,backend,13.4
2916,5,2,testing,8.0
4185,3,3,backend,10.2
502,3,2,testing,5.4
4891,5,2,backend,15.8
3282,1,3,deployment,1.3
3771,3,3,frontend,8.1
4507,4,1,testing,7.8
2346,4,3,testing,6.0
3870,2,3,deployment,2.2
2692,3,2,database,14.8
888,2,1,database,13.4
1697,4,2,testing,6.7
324,2,2,deployment,2.3
1824,5,2,backend,15.9
4628,4,3,deployment,2.7
2685,3,2,backend,11.0
1595,1,1,database,9.6
4094,1,3,backend,6.7
1228,5,2,frontend,11.6
674,5,2,frontend,11.5
3532,4,1,deployment,3.6
4549,1,2,deployment,2.1
4342,5,3,frontend,10.9
3380,4,1,database,19.2
4465,4,3,frontend,9.1
4876,3,1,frontend,10.0
4324,3,1,backend,13.3
2958,5,2,database,20.1
4739,5,1,frontend,13.3
4304,3,1,backend,13.0
773,4,1,testing,7.7
1194,2,1,database,12.8
3319,1,2,testing,3.8
4968,3,3,backend,10.2
2477,5,2,database,19.8
2834,5,1,frontend,13.1
4418,1,1,frontend,5.6
461,5,1,backend,18.0
3707,2,3,testing,4.4
4842,3,1,frontend,9.1
210,3,1,testing,6.9
2662,5,2,deployment,3.5
2579,3,1,testing,6.5
2825,4,1,deployment,3.4
251,2,1,database,12.5
3515,2,3,testing,4.2
1362,3,3,database,12.6
3657,5,2,frontend,12.3
2903,1,1,frontend,6.2
3786,2,3,backend,8.6
3049,1,2,frontend,5.8
1066,5,3,backend,14.0
3020,4,2,testing,6.9
4196,4,1,deployment,3.4
4788,1,2,frontend,5.6
1085,2,2,backend,9.1
4439,1,1,database,10.2
1142,4,1,frontend,10.9
2276,2,1,frontend,7.6
2849,2,1,database,13.1
1503,3,1,testing,6.3
1178,4,3,deployment,3.4
4993,1,1,deployment,1.7
1876,1,3,database,7.7
904,2,1,frontend,8.0
1037,1,2,database,8.9
2766,3,2,deployment,3.2
3312,3,2,testing,5.6
2354,4,1,testing,7.8
3895,5,2,frontend,11.6
1931,1,1,backend,8.0
4585,4,1,deployment,3.5
3513,1,2,frontend,5.9
4944,1,3,frontend,5.3
313,5,3,deployment,3.6
1113,2,3,testing,4.1
2564,1,1,frontend,6.4
4563,1,3,backend,6.7
1237,3,2,testing,5.3
4227,2,1,testing,4.8
1496,2,2,frontend,7.0
2714,4,2,database,17.0
4672,3,3,deployment,2.2
609,2,3,deployment,2.4
1923,3,2,database,14.0
4777,5,3,testing,7.3
1807,4,1,database,18.7
946,3,1,database,15.9
1164,2,1,testing,5.7
3453,5,1,deployment,3.9
2300,5,3,deployment,3.8
2529,3,2,backend,11.4
1895,5,1,frontend,13.0
299,1,2,deployment,2.0
290,3,3,deployment,3.0
1127,2,3,database,10.7
1846,2,3,database,10.5
4716,1,3,frontend,4.8
3653,4,2,frontend,10.0
2701,3,1,deployment,3.4
363,2,3,frontend,6.6
2937,4,2,database,16.8
1874,1,2,deployment,2.2
1462,2,1,database,13.0
2659,3,1,frontend,9.4
3258,3,1,deployment,3.0
4634,3,3,backend,10.1
2825,3,1,testing,6.1
2868,1,1,deployment,2.2
2579,2,3,backend,8.0
3599,2,1,backend,10.9
2039,4,2,frontend,10.7
4782,2,1,deployment,2.3
104,3,3,deployment,2.2
3297,1,1,frontend,6.3
1224,5,3,testing,7.0
4651,4,1,frontend,11.6
4349,3,1,testing,5.9
1569,5,3,backend,14.4
3871,4,3,frontend,9.4
930,1,1,testing,3.9
4815,4,2,database,17.3
882,3,3,database,12.8
873,5,1,frontend,13.4
418,1,3,testing,2.8
2873,2,3,backend,8.4
922,3,2,database,14.3
4726,3,2,backend,11.7
3137,1,1,deployment,1.6
3042,4,2,testing,7.3
2920,1,1,testing,4.2
2250,3,2,frontend,8.8
4035,2,1,frontend,8.0
288,1,2,deployment,2.0
3041,4,3,testing,6.4
1873,3,2,frontend,8.3
4285,1,3,testing,2.8
2725,1,1,database,10.2
962,1,1,testing,4.2
4157,3,3,deployment,3.0
867,3,1,frontend,9.1
4818,5,2,database,20.0
1913,4,3,deployment,2.6
1752,3,2,deployment,3.2
3559,3,1,deployment,3.3
3055,3,1,testing,6.8
2468,1,2,deployment,1.6
2217,3,2,testing,6.1
3343,1,2,testing,3.1
2028,3,2,database,14.7
2949,5,1,deployment,4.1
1270,3,2,testing,5.8
2939,4,3,backend,11.9
2529,1,2,backend,7.2
286,2,3,database,10.0
2229,2,1,testing,4.7
3793,5,2,backend,15.4
1763,3,1,deployment,3.3
1036,5,1,backend,17.5
1664,4,2,frontend,10.3
1500,1,2,testing,3.2
2072,1,3,testing,3.1
1683,3,1,deployment,3.6
1497,3,2,deployment,3.1
3900,5,1,deployment,4.7
2969,2,3,frontend,6.3
3470,2,1,deployment,2.4
3760,3,2,database,14.2
732,4,2,database,17.5
1652,5,1,testing,8.3
3921,5,1,frontend,13.2
862,2,2,testing,4.6
3717,2,3,deployment,2.1
3375,1,2,testing,3.2
4496,1,1,frontend,6.4
1715,2,3,frontend,6.4
2165,4,1,testing,7.9
2992,3,3,backend,9.9
3528,2,2,frontend,7.5
1229,2,1,frontend,7.8
2628,5,2,deployment,3.5
2574,2,1,testing,5.4
2649,1,3,deployment,1.4
1823,4,1,frontend,11.4
681,4,1,deployment,3.5
3851,4,3,backend,11.7
929,2,3,deployment,2.5
1870,5,1,frontend,13.5
4682,4,3,testing,6.0
4136,4,2,backend,13.8
875,5,3,database,17.2
2545,5,3,testing,7.4
25,3,2,backend,11.1
846,4,3,deployment,3.5
1618,1,2,testing,3.3
3554,3,3,database,12.4
2803,4,2,database,16.7
3094,3,1,deployment,3.0
4940,3,3,database,12.8
3049,1,2,testing,3.2
2022,5,2,testing,8.2
4416,1,1,frontend,6.5
611,1,1,backend,8.1
190,4,1,backend,15.6
1979,2,2,backend,9.7
3980,1,3,deployment,2.0
1122,1,3,database,7.7
934,5,1,database,21.6
4073,4,1,backend,15.1
2607,4,3,backend,11.9
4079,3,1,testing,6.2
4183,5,1,deployment,4.4
2251,3,1,deployment,3.3
2224,5,2,frontend,11.6
2643,1,3,backend,6.4
2093,2,3,testing,4.4
4095,4,1,database,18.8
327,1,1,frontend,5.8
663,3,3,database,12.6
4287,2,3,deployment,2.5
2240,4,3,frontend,9.4
1557,2,1,testing,5.7
214,4,2,database,17.5
1401,3,3,deployment,3.0
1310,4,3,backend,12.2
2900,4,2,backend,14.2
1940,2,2,testing,5.0
2449,4,1,database,19.2
4895,3,2,frontend,8.7
2401,5,2,frontend,11.7
2656,4,1,database,19.2
2446,1,2,database,8.7
1321,4,1,database,19.3
3665,4,2,database,17.2
1744,4,1,testing,7.6
3245,5,3,deployment,3.8
4888,4,3,testing,5.8
3925,5,1,backend,17.4
4550,3,3,database,12.7
533,5,1,testing,8.9
3421,2,3,frontend,6.0
2602,1,2,frontend,4.9
2439,1,2,backend,6.9
857,2,1,frontend,7.9
4162,4,2,deployment,3.3
4193,4,2,backend,13.8
1955,1,3,database,8.3
2730,4,2,backend,13.4
1294,5,2,database,20.0
590,1,3,deployment,1.6
3308,5,1,testing,8.9
1303,1,1,testing,4.1
1758,5,3,backend,13.9
1460,3,2,deployment,2.7
2264,1,2,testing,3.6
727,5,3,deployment,3.8
1446,2,2,frontend,7.1
626,1,2,backend,7.3
3939,2,1,deployment,2.4
269,3,2,database,14.3
453,1,3,deployment,1.8
1951,5,1,database,22.1
1355,4,1,frontend,11.5
76,1,2,frontend,4.9
3534,5,3,deployment,3.1
2273,5,2,deployment,4.0
520,2,1,deployment,3.0
514,5,3,frontend,10.2
1040,3,2,backend,11.6
2942,5,3,database,17.7
3658,1,3,frontend,4.5
2965,5,2,database,20.2
1472,2,1,deployment,3.1
239,4,2,backend,13.6
727,4,1,frontend,11.1
4783,4,3,testing,5.8
837,2,3,database,9.9
4220,4,1,backend,15.3
3625,1,2,frontend,5.2
1854,4,3,database,14.9
4693,2,3,database,10.4
3032,2,3,deployment,2.4
581,4,1,deployment,3.9
3026,3,1,testing,6.9
2972,4,1,frontend,11.0
1273,2,2,testing,4.6
3780,1,1,backend,8.3
510,4,2,database,16.9
3336,3,2,testing,5.8
3920,1,2,frontend,5.2
4378,5,3,deployment,3.5
1684,1,2,testing,4.1
4395,1,1,frontend,6.1
2212,2,3,database,10.6
2998,5,2,backend,15.4
673,4,3,backend,12.1
2704,1,2,backend,7.5
565,1,1,deployment,2.3
2391,5,3,deployment,3.4
1244,4,1,database,18.9
2525,5,3,frontend,10.6
840,1,3,frontend,4.6
203,4,2,database,16.8
4696,4,1,deployment,3.6
4831,2,3,backend,8.1
1862,1,1,database,9.8
350,5,3,database,17.7
577,3,2,database,14.1
2499,5,1,deployment,3.9
4996,2,1,testing,5.1
4185,4,1,deployment,3.6
2648,4,2,testing,6.4
661,1,3,testing,2.9
2487,5,2,backend,15.6
3478,3,3,deployment,2.5
1328,3,1,database,16.0
876,3,3,database,12.3
4685,1,1,deployment,1.9
1428,4,2,backend,14.1
4202,2,2,testing,4.9
3145,3,3,backend,10.7
2547,3,2,frontend,8.3
3927,2,2,backend,9.8
1191,4,1,deployment,4.0
1986,1,2,database,8.8
2118,2,3,frontend,5.8
206,5,3,frontend,10.1
2655,2,3,backend,8.6
2282,4,1,testing,7.8
1325,2,2,frontend,7.2
3908,4,3,deployment,3.0
3806,2,3,backend,8.2
4411,2,1,testing,4.7
4457,4,3,frontend,9.2
224,3,1,backend,12.5
504,2,3,database,10.7
4603,5,1,backend,17.5
2090,3,1,testing,6.3
3692,1,1,testing,4.4
635,4,2,database,17.2
3973,1,1,deployment,1.6
1121,3,2,deployment,2.6
2691,2,2,database,12.0
1334,1,3,frontend,5.3
1634,3,1,testing,6.1
3107,3,3,database,13.0
1434,4,2,backend,13.6
3043,4,2,testing,6.4
4164,2,3,backend,8.4
4858,3,3,deployment,2.5
2823,5,1,database,21.9
3156,1,2,frontend,5.0
2758,3,2,database,14.3
